GCA_900327555.1,Cowpox virus
GCA_000851265.1,Satellite maize white line mosaic virus
GCA_000840125.1,Tobacco ringspot virus satellite RNA
GCA_027940125.1,Bovine herpesvirus type 1.2 strain K22
GCA_002149625.1,Escherichia phage RB3
GCA_006447415.1,Human adenovirus 16
GCA_012837175.1,Human adenovirus D8
GCA_003180575.1,Human papillomavirus type 14D
GCA_003180175.1,human papillomavirus 20
GCA_003180195.1,human papillomavirus 21
GCA_003180695.1,Human papillomavirus type 35H
GCA_031105925.1,Human papillomavirus type 6
GCA_000844305.1,Cacao swollen shoot virus
GCA_003087455.1,Bovine rotavirus C
GCA_002660415.1,Equine rotavirus A
GCA_023159295.1,Orgyia pseudotsugata cypovirus 5
GCA_002827365.1,Simian parvovirus
GCA_000846665.1,Indian cassava mosaic virus
GCA_000840005.1,Bean calico mosaic virus
GCA_001433545.1,Adelaide River virus
GCA_031105945.1,Human coronavirus OC43
GCA_031105955.1,Rat coronavirus
GCA_000871845.1,Dengue virus 2 Thailand/16681/84
GCA_031105965.1,Hepatitis C virus subtype 1b
GCA_003108625.1,Hepatitis C virus subtype 1c
GCA_000871165.1,Hepatitis C virus subtype 2a
GCA_003106085.1,Hepatitis C virus subtype 2b
GCA_031105975.1,Hepatitis C virus subtype 2c
GCA_031105985.1,Hepatitis C virus subtype 4a
GCA_031105995.1,Hepatitis C virus subtype 6a
GCA_013088505.1,Bovine viral diarrhea virus 1-SD1
GCA_000862225.1,Cell fusing agent virus
GCA_002889735.1,Ockelbo virus
GCA_000861905.1,Coxsackievirus A16
GCA_008767275.1,rhinovirus A16
GCA_031106015.1,Poplar mosaic virus (ATCC PV257)
GCA_000848365.1,Cardamine chlorotic fleck virus
GCA_000850585.1,Lettuce infectious yellows virus
GCA_000854885.1,Beet necrotic yellow vein virus
GCA_000861365.1,Blueberry scorch virus
GCA_000850645.1,Barley yellow dwarf virus (ISOLATE MAV-PS1)
GCA_000889535.1,Passion fruit woodiness virus
GCA_002987605.1,Plum pox virus strain El Amar
GCA_000862365.1,Wheat streak mosaic virus
GCA_000861465.1,Johnsongrass mosaic virus
GCA_000905635.1,Sweet potato latent virus
GCA_000863085.1,Rice yellow mottle virus
GCA_000852265.1,Obuda pepper virus
GCA_000852885.1,Pepper ringspot virus
GCA_000859265.1,Lactococcus phage BK5-T
GCA_000846545.1,Fromanvirus L5
GCA_000850765.1,Shallot virus X
GCA_002814595.1,Salmonid herpesvirus 2
GCA_027936185.1,Human betaherpesvirus 6A
GCA_027935815.1,Human betaherpesvirus 6B
GCA_021870145.1,Buffalopox virus
GCA_006458605.1,Rabbitpox virus
GCA_019333485.1,Human adenovirus 21
GCA_000865305.1,Lettuce necrotic yellows virus
GCA_002829785.1,Puma lentivirus 14
GCA_000856865.1,Sorghum mosaic virus
GCA_001551305.1,Iris severe mosaic virus
GCA_000866425.1,Lily mottle virus
GCA_000849205.1,Mushroom bacilliform virus
GCA_000851105.1,Indian peanut clump virus
GCA_027929805.1,Caviid betaherpesvirus 2
GCA_000845665.1,Murid gammaherpesvirus 4
GCA_003081955.1,African horse sickness virus 1
GCA_031522915.1,Epizootic hemorrhagic disease virus 1
GCA_031522965.1,Epizootic hemorrhagic disease virus 2
GCA_000852065.1,Nilaparvata lugens reovirus
GCA_000845225.1,Mungbean yellow mosaic virus
GCA_000857325.2,"Marburg virus - Musoke, Kenya, 1980"
GCA_002820625.1,Kyasanur Forest disease virus
GCA_003106805.1,Hepatitis C virus genotype 4
GCA_031106025.1,Simian T-lymphotropic virus 1
GCA_000860005.1,Simian T-lymphotropic virus 2
GCA_000857785.1,European brown hare syndrome virus
GCA_002816655.1,Coxsackievirus A2
GCA_031106045.1,Citrus tatter leaf virus
GCA_000869765.1,Prune dwarf virus
GCA_023141605.1,Groundnut rosette assistor virus
GCA_000860725.1,Peanut mottle virus
GCA_000873745.1,Tobacco vein banding mosaic virus
GCA_000839925.2,Halorubrum phage HF2
GCA_000851305.3,Olive latent virus 2
GCA_000838985.1,Lactococcus phage Tuc2009
GCA_002118845.1,Ateline alphaherpesvirus 1
GCA_027939355.1,Bovine alphaherpesvirus 5
GCA_000848845.1,Cercopithecine alphaherpesvirus 9
GCA_000838845.1,Gallid alphaherpesvirus 3
GCA_027940635.1,Alcelaphine gammaherpesvirus 1
GCA_000841505.1,Cryptophlebia leucotreta granulovirus
GCA_000840825.1,Lambdapapillomavirus 2
GCA_006401195.1,Human adenovirus 4a
GCA_002818095.1,Porcine adenovirus 3
GCA_006448295.1,Simian adenovirus 23
GCA_002818115.1,Porcine adenovirus 4
GCA_000840285.1,Woodchuck hepatitis virus
GCA_002004975.1,Meaban virus
GCA_001685265.1,Pelargonium leaf curl virus
GCA_000853745.1,Paprika mild mottle virus
GCA_002987695.1,Tulip mosaic virus
GCA_027921345.1,Wheat spindle streak mosaic virus
GCA_000847825.1,Bamboo mosaic virus
GCA_000860625.1,Rice tungro spherical virus
GCA_000855125.1,Grapevine virus A
GCA_000857765.1,Grapevine virus B
GCA_002820285.1,Beet yellow stunt virus
GCA_000853565.1,Pelargonium flower break virus
GCA_008799015.1,Foot-and-mouth disease virus SAT 2
GCA_008766575.1,Echovirus E12
GCA_031106065.1,Echovirus E2
GCA_031106075.1,Echovirus E4
GCA_000849525.1,Striped jack nervous necrosis virus
GCA_031106085.1,Human astrovirus 4
GCA_000849925.1,Bunyamwera virus
GCA_003972565.1,California encephalitis virus
GCA_009732575.1,Anopheles A virus
GCA_029887725.1,Anopheles B virus
GCA_029887675.1,Bakau virus
GCA_002118425.1,Capim virus
GCA_002831325.1,Gamboa virus
GCA_002831405.1,Koongol virus
GCA_029887525.1,Minatitlan virus
GCA_002118785.1,Nyando virus
GCA_006298085.1,Patois virus
GCA_003077975.1,Bluetongue virus 1
GCA_003077655.1,Bluetongue virus 2
GCA_003079515.1,Bluetongue virus 11
GCA_003080495.1,Bluetongue virus 13
GCA_003079935.1,Bluetongue virus 15
GCA_003079875.1,Bluetongue virus 20
GCA_002643275.1,Bovine rotavirus A
GCA_031106095.1,Aedes albopictus densovirus
GCA_031106105.1,Mouse parvovirus 1
GCA_000837565.1,Watermelon chlorotic stunt virus
GCA_002630025.1,Citexvirus phiCTX
GCA_001470495.1,Streptococcus phage T12
GCA_000838065.1,Lactococcus phage TP901-1
GCA_000850465.1,Apple stem pitting virus
GCA_004789355.1,Jamestown Canyon virus
GCA_009732595.1,Jerry Slough virus
GCA_004790075.1,Keystone virus
GCA_004790135.1,Melao virus
GCA_004789835.1,Trivittatus virus
GCA_000845345.1,Peanut chlorotic streak virus
GCA_000847705.1,Vesicular exanthema of swine virus
GCA_031106125.1,Human astrovirus 3
GCA_031106135.1,Human astrovirus 5
GCA_002149445.1,Enterobacteria phage RB68
GCA_002833845.1,Bracoviriform inaniti
GCA_000886255.1,Pseudalatia unipuncta granulovirus
GCA_002374915.1,Polyomavirus sp.
GCA_026432195.1,Lymphocystis disease virus 1
GCA_003109365.1,Human T-cell lymphotropic virus type 2b
GCA_002829745.1,Jembrana disease virus
GCA_000879695.1,Potato virus T
GCA_031106145.1,Measles virus strain AIK-C
GCA_003083375.1,African horse sickness virus 4
GCA_003080035.1,Bluetongue virus 3
GCA_003087055.1,Rotavirus C
GCA_000848145.1,Coconut cadang-cadang viroid
GCA_018591415.1,Subterranean clover stunt virus
GCA_000902335.1,Lactobacillus phage JCL1032
GCA_000839725.1,Meleagrid alphaherpesvirus 1
GCA_003180275.1,Human papillomavirus 28
GCA_003180295.1,Human papillomavirus 29
GCA_003180795.1,human papillomavirus 59
GCA_000862805.1,Human papillomavirus type 61
GCA_031106175.1,human papillomavirus 66
GCA_031106185.1,human papillomavirus 67
GCA_031106195.1,human papillomavirus 69
GCA_031106205.1,Human papillomavirus type 6a
GCA_000854045.1,Chikungunya virus
GCA_002867305.1,Lilac ring mottle virus
GCA_000851985.1,Citrus leaf rugose virus
GCA_000870745.1,Citrus variegation virus
GCA_000850685.1,Potato mop-top virus
GCA_031109035.1,Human astrovirus 6
GCA_000857405.1,Dolphin morbillivirus
GCA_000840325.1,Galleria mellonella densovirus
GCA_000849105.1,Helicoverpa armigera stunt virus
GCA_000838265.1,Human gammaherpesvirus 8
GCA_014883325.1,Tillamook virus
GCA_031109085.1,Bovine calicivirus
GCA_000845505.1,Muscovy duck parvovirus
GCA_002834005.1,Diadromus pulchellus idnoreovirus 1
GCA_000839765.1,Ectocarpus siliculosus virus 1
GCA_000851045.1,Prunus necrotic ringspot virus
GCA_003180215.1,Human papillomavirus 22
GCA_003180235.1,Human papillomavirus 23
GCA_003180255.1,human papillomavirus 24
GCA_031109115.1,human papillomavirus 36
GCA_003180335.1,Human papillomavirus 37
GCA_003180355.1,Human papillomavirus 38
GCA_000837505.2,Atkinsonella hypoxylon virus
GCA_004130555.1,Malacosoma neustria nucleopolyhedrovirus
GCA_012599215.1,Bacteriophage sp.
GCA_000838625.1,Cassava vein mosaic virus
GCA_000848625.1,Simian hemorrhagic fever virus
GCA_003092555.1,Avian orthoreovirus
GCA_024750015.1,Blueberry leaf mottle virus
GCA_031109135.1,Goose parvovirus
GCA_001430375.1,Simian adenovirus 19
GCA_009859455.1,Simian adenovirus 2
GCA_000846705.1,Simian adenovirus 3
GCA_023120215.1,Simian adenovirus 4
GCA_023120225.1,Simian adenovirus 9
GCA_023120195.1,Simian adenovirus 10
GCA_006437675.1,Simian adenovirus 11
GCA_001430155.1,Simian adenovirus 13
GCA_023120245.1,Simian adenovirus 14
GCA_002815355.1,Avian metapneumovirus
GCA_000905975.1,Lyssavirus lagos
GCA_000905375.1,Lyssavirus duvenhage
GCA_031109175.1,European bat lyssavirus
GCA_000845705.1,Yaba monkey tumor virus
GCA_002820485.1,Banzi virus
GCA_031109185.1,Human astrovirus 7
GCA_000849345.1,Cassava common mosaic virus
GCA_031109255.1,Enterovirus A71
GCA_031109265.1,Simian retrovirus 2
GCA_000861505.1,Human parechovirus 2
GCA_031109295.1,Simian T-lymphotropic virus 3
GCA_000912315.1,Lactobacillus phage PL-1
GCA_000847665.1,Leishmania RNA virus 2 - 1
GCA_000874805.1,Feldmannia species virus
GCA_000856765.1,Carnation Italian ringspot virus
GCA_006466005.1,Cotia virus
GCA_003180155.1,Human papillomavirus type 70
GCA_027938235.1,Equid alphaherpesvirus 8
GCA_000844405.1,Bracoviriform congregatae
GCA_006448175.1,Human adenovirus 48
GCA_000881975.1,Asparagus virus 2
GCA_000850265.1,Walleye dermal sarcoma virus
GCA_031109305.1,rhinovirus A11
GCA_026153655.1,Bovine adenovirus 10
GCA_005892885.1,Qubevirus durum
GCA_002921515.1,Qubevirus faecium
GCA_002592905.1,Lactococcus phage 936
GCA_021461785.1,Caprine alphaherpesvirus 1
GCA_000914295.1,Tyuleniy virus
GCA_002004315.1,Saumarez Reef virus
GCA_003081535.1,African horse sickness virus
GCA_000854445.2,Bluetongue virus
GCA_000911195.1,Changuinola virus
GCA_002829365.1,Corriparta virus
GCA_031322235.1,Epizootic hemorrhagic disease virus
GCA_002829405.1,Eubenangee virus
GCA_002829425.1,Lebombo virus
GCA_002829445.1,Orungo virus
GCA_000923315.1,Umatilla virus
GCA_000912775.1,Wallal virus
GCA_002829465.1,Warrego virus
GCA_001184925.1,Chenuda virus
GCA_001184905.1,Wad Medani virus
GCA_000851185.1,Cryphonectria hypovirus 2-NB58
GCA_000849325.1,Snakehead retrovirus
GCA_000856325.1,Panicum mosaic virus
GCA_008800635.1,Echovirus E5
GCA_000849145.1,Cryphonectria hypovirus 1
GCA_000849645.1,Listeria phage A118
GCA_000873565.1,Listeria phage A500
GCA_000839365.1,Human papillomavirus type 48
GCA_000841625.1,Human papillomavirus type 50
GCA_000838505.1,Human papillomavirus type 60
GCA_000860845.1,Potato virus V
GCA_000860685.1,Ryegrass mosaic virus
GCA_000851245.1,Peanut bud necrosis virus
GCA_021461735.1,Cocksfoot mottle virus
GCA_004786715.1,Greek goat encephalitis virus
GCA_004786695.1,Spanish sheep encephalitis virus
GCA_000860665.1,Sweet potato mild mottle virus
GCA_000851785.1,Yam mosaic virus
GCA_014513865.1,Turkey adenovirus 3
GCA_000856705.1,Agropyron mosaic virus
GCA_000855025.1,Hordeum mosaic virus
GCA_031109315.1,Echovirus E30
GCA_031109325.1,Citrus viroid IIIb
GCA_031109335.1,Arctic ground squirrel hepatitis B virus
GCA_000858985.1,Leek yellow stripe virus
GCA_031109345.1,Porcine hemagglutinating encephalomyelitis virus
GCA_009732615.1,Morro Bay virus
GCA_000852965.1,Rice ragged stunt virus
GCA_000847405.1,Saccharomyces cerevisiae virus L-BC (La)
GCA_002659215.1,Rotavirus G9
GCA_000860645.1,Brome streak mosaic virus
GCA_000850785.1,Spinach latent virus
GCA_002827565.1,Paramecium bursaria Chlorella virus CVA-1
GCA_031109355.1,Coxsackievirus A10
GCA_031109365.1,Coxsackievirus A11
GCA_008799155.1,Coxsackievirus A12
GCA_031109375.1,Coxsackievirus A13
GCA_008799135.1,Coxsackievirus A14
GCA_031109385.1,Coxsackievirus A15
GCA_031109395.1,Coxsackievirus A17
GCA_031109405.1,Coxsackievirus A18
GCA_008800035.1,Coxsackievirus A19
GCA_031109415.1,Coxsackievirus A1
GCA_003266245.1,Coxsackievirus A20
GCA_003266385.1,Coxsackievirus A22
GCA_008799295.1,Coxsackievirus A3
GCA_031109425.1,Coxsackievirus A4
GCA_031109435.1,Coxsackievirus A5
GCA_031109445.1,Coxsackievirus A7
GCA_031109455.1,Coxsackievirus A8
GCA_002816725.1,enterovirus D68
GCA_003106665.1,Hepatitis C virus subtype 3g
GCA_000855945.1,Cherry virus A
GCA_000862605.1,Onion yellow dwarf virus
GCA_000861385.1,Bean common mosaic necrosis virus
GCA_031109465.1,Human astrovirus 8
GCA_000840345.1,Lactococcus phage r1t
GCA_000884415.1,Barfin flounder nervous necrosis virus
GCA_003972605.1,Japanese flounder nervous necrosis virus
GCA_000886035.1,Tiger puffer nervous necrosis virus
GCA_031109475.1,Alfuy virus
GCA_003106225.1,Hepatitis C virus subtype 2f
GCA_003106945.1,Hepatitis C virus subtype 4f
GCA_002365985.1,Kokobera virus
GCA_002820605.1,Koutango virus
GCA_000868725.1,Sepik virus
GCA_004786535.1,Stratford virus
GCA_003177615.1,human papillomavirus 74
GCA_023531895.1,Canarypox virus
GCA_008797035.1,rhinovirus A21
GCA_008796925.1,rhinovirus A29
GCA_031109505.1,rhinovirus B3
GCA_031109515.1,rhinovirus A49
GCA_008796745.1,rhinovirus A50
GCA_008796625.1,rhinovirus A58
GCA_008796565.1,rhinovirus A62
GCA_008796525.1,rhinovirus A65
GCA_008798115.1,rhinovirus A7
GCA_008796405.1,rhinovirus B72
GCA_000852325.1,Aura virus
GCA_031109525.1,Sindbis-like virus
GCA_002988095.1,Lychnis ringspot virus
GCA_000840465.1,Ageratum yellow vein virus
GCA_000859085.1,Murine type C retrovirus
GCA_000859825.1,Pothos latent virus
GCA_031580195.1,New York hantavirus
GCA_003077805.1,Bluetongue virus 16
GCA_003079955.1,Bluetongue virus 21
GCA_003080735.1,Bluetongue virus 23
GCA_003079715.1,Bluetongue virus 9
GCA_031109535.1,Echovirus E25
GCA_000856005.1,Oat golden stripe virus
GCA_000855105.1,Leek white stripe virus
GCA_000852005.1,Helminthosporium victoriae virus 190S
GCA_031109545.1,human papillomavirus 68
GCA_009732655.1,Inkoo virus
GCA_004790095.1,Tahyna virus
GCA_026210825.1,Porcine adenovirus 1
GCA_000846825.1,Porcine adenovirus 5
GCA_000846585.1,Macacine gammaherpesvirus 4
GCA_003972665.1,Dicentrarchus labrax encephalitis virus
GCA_018127345.1,Human adenovirus B3
GCA_000871865.1,Banana bract mosaic virus
GCA_000917695.1,Mycobacterium phage DS6A
GCA_004790155.1,San Angelo virus
GCA_004790175.1,Serra do Navio virus
GCA_009732015.1,South River virus
GCA_008799515.1,Echovirus E27
GCA_000837825.1,Plasmavirus L2
GCA_000838485.1,Autographa californica nucleopolyhedrovirus
GCA_031109555.1,Echovirus E7
GCA_003093575.1,Paramecium bursaria Chlorella virus IL3A
GCA_002833765.1,Paramecium bursaria Chlorella virus NC1A
GCA_000873685.1,Paramecium bursaria Chlorella virus NY2A
GCA_002986035.1,Artichoke Italian latent virus
GCA_000969175.1,Artichoke latent virus
GCA_004041375.1,Porcine circovirus
GCA_000839885.1,Spodoptera litura nucleopolyhedrovirus
GCA_003033205.1,Bombyx mori densovirus 1
GCA_031109565.1,Foot-and-mouth disease virus C3
GCA_031109575.1,Foot-and-mouth disease virus C4
GCA_031109585.1,Foot-and-mouth disease virus C5
GCA_027574595.1,Grapevine yellow speckle viroid 2
GCA_000841585.1,Adeno-associated virus - 3
GCA_000851945.1,Beet soil-borne virus
GCA_000837985.1,Horseradish curly top virus
GCA_000865145.1,Breda virus
GCA_000853025.1,Rhizoctonia solani virus 717
GCA_000898935.1,Sweet potato virus G
GCA_000866005.1,Simian virus 12
GCA_000853265.1,Colorado tick fever virus
GCA_001714455.1,Equine adenovirus 1
GCA_000860965.1,Papaya leaf distortion mosaic virus
GCA_031544795.1,Rio Mamore hantavirus
GCA_006444875.1,Human adenovirus D13
GCA_000858625.1,Human adenovirus 17
GCA_006444855.1,Human adenovirus 20
GCA_006448035.1,Human adenovirus 22
GCA_006443815.1,Human adenovirus 23
GCA_006444815.1,Human adenovirus 24
GCA_006444795.1,Human adenovirus 25
GCA_006447215.1,Human adenovirus 26
GCA_006444775.1,Human adenovirus 27
GCA_006447915.1,Human adenovirus 28
GCA_006444755.1,Human adenovirus 29
GCA_006444915.1,Human adenovirus 30
GCA_006444735.1,Human adenovirus 32
GCA_006444695.1,Human adenovirus 33
GCA_006444655.1,Human adenovirus 39
GCA_006447975.1,Human adenovirus 36
GCA_006444635.1,Human adenovirus 42
GCA_006444615.1,Human adenovirus 43
GCA_006444595.1,Human adenovirus 44
GCA_006444575.1,Human adenovirus 45
GCA_006448215.1,Human adenovirus 46
GCA_006444715.1,Human adenovirus 47
GCA_006444675.1,Human adenovirus 38
GCA_002816535.1,Equine rhinitis A virus
GCA_000858325.1,Equine rhinitis B virus 1
GCA_000881715.1,Kluyvera phage Kvp1
GCA_002836525.2,Bracoviriform rubeculae
GCA_009673745.1,Lactococcus phage phi41
GCA_004786675.1,Turkish sheep encephalitis virus
GCA_000860985.1,Satsuma dwarf virus
GCA_002985885.1,Phocid alphaherpesvirus 1
GCA_002815015.1,Phocid gammaherpesvirus 2
GCA_002829485.1,Wongorr virus
GCA_008799755.1,Echovirus E13
GCA_031109595.1,Echovirus E14
GCA_008799715.1,Echovirus E15
GCA_008799695.1,Echovirus E16
GCA_008799675.1,Echovirus E17
GCA_031109605.1,Echovirus E18
GCA_031109615.1,Echovirus E19
GCA_031109625.1,Echovirus E20
GCA_008799595.1,Echovirus E21
GCA_008799575.1,Echovirus E24
GCA_008799535.1,Echovirus E26
GCA_008799495.1,Echovirus E29
GCA_008799455.1,Echovirus E31
GCA_008799435.1,Echovirus E32
GCA_008799415.1,Echovirus E33
GCA_031109635.1,Echovirus E3
GCA_000855965.1,Olive latent virus 1
GCA_000848065.1,Tree shrew adenovirus 1
GCA_000919855.1,Enterovirus sp.
GCA_000856805.1,Carrot mottle mimic virus
GCA_000851225.1,Groundnut rosette virus
GCA_002821985.1,Chino del tomate virus
GCA_000896535.1,Garlic common latent virus
GCA_007923845.1,Guinea pig adenovirus
GCA_000857365.1,Strawberry vein banding virus
GCA_027927445.1,Macacine betaherpesvirus 3
GCA_000895715.1,Grapevine leafroll-associated virus 1
GCA_002828085.1,Narcissus latent virus
GCA_002828065.1,Maclura mosaic virus
GCA_003083275.1,African horse sickness virus 2
GCA_002889295.1,Babanki virus
GCA_002889335.1,Buggy Creek virus
GCA_031109645.1,Kyzylagach virus
GCA_000896835.1,Whataroa virus
GCA_000885435.1,Fort Morgan virus
GCA_003058005.1,Heracleum latent virus
GCA_000851665.1,Drosophila X virus
GCA_002829045.1,Sweet potato mild speckling virus
GCA_000848785.1,Tomato pseudo-curly top virus
GCA_002664855.1,Lapine rotavirus
GCA_000844485.1,Myxococcus phage Mx8
GCA_000896555.1,Aotine betaherpesvirus 1
GCA_027930435.1,Cercopithecine betaherpesvirus 5
GCA_000840765.1,Psittacid alphaherpesvirus 1
GCA_001440915.1,Cocal virus
GCA_000853465.1,Broad bean wilt virus 1
GCA_000840705.1,Escherichia phage RB49
GCA_031109655.1,human papillomavirus 73
GCA_000837905.1,Sida golden mosaic virus
GCA_000849765.1,Helicoverpa armigera nucleopolyhedrovirus
GCA_000851805.1,Cucurbit yellow stunting disorder virus
GCA_000838405.1,Cabbage leaf curl virus
GCA_000861445.1,Maize chlorotic dwarf virus
GCA_000848025.1,Lactobacillus phage A2
GCA_002833805.1,Paramecium bursaria Chlorella virus SC1A
GCA_002817775.1,Grapevine virus D
GCA_000837945.1,Xestia c-nigrum granulovirus
GCA_000854645.1,Ribgrass mosaic virus
GCA_000885955.1,Tomato infectious chlorosis virus
GCA_000853965.1,Saguaro cactus virus
GCA_006434795.1,Human adenovirus D37
GCA_031109675.1,Snow Mountain virus
GCA_000860025.1,Chilli veinal mottle virus
GCA_002986225.1,Lacanobia oleracea granulovirus
GCA_000841565.1,Lactobacillus phage phig1e
GCA_001876875.1,Cotton leaf curl virus
GCA_000859105.1,Hibiscus chlorotic ringspot virus
GCA_003047975.1,Feline foamy virus
GCA_000851325.1,Coleus blumei viroid 2-RL
GCA_000852105.1,Coleus blumei viroid 3-FR
GCA_000852825.1,Iresine viroid 1
GCA_006465605.1,Variola minor virus
GCA_000841085.1,Papaya leaf curl virus
GCA_000887195.1,Sugarcane streak mosaic virus
GCA_000860105.1,Bracoviriform demolitoris
GCA_031085805.1,Tomato leaf curl Java betasatellite
GCA_000865745.1,Vicia cryptic virus
