GCA_004327225.1,Pseudomonas sp. FRB 230
GCA_032664065.1,Anaerolineae bacterium T6-8.11
GCA_032662785.1,Anaerolineae bacterium T6-8.109
GCA_032666805.1,Anaerocolumna sp. T6-6.24
GCA_032663245.1,Anaerobranca sp. T6-8.60
GCA_032666845.1,Anaerobranca sp. T6-6.22
GCA_032664605.1,Alkalibacter sp. T6-7.83
GCA_032664385.1,Alkalibacter sp. T6-7.102
GCA_032663265.1,Acidobacteriota bacterium T6-8.59
GCA_032666885.1,Acidobacteriota bacterium T6-6.17
GCA_032664345.1,Acidobacteriaceae bacterium T6-7.94
GCA_032664905.1,Acidobacteriaceae bacterium T6-7.55
GCA_032665305.1,Acetonema sp. T6-7.9
GCA_030848475.1,Herbivorax sp. ANBcel31
GCA_030848495.1,Natronospira sp. AB-CW4
GCA_030913385.1,Cytophagaceae bacterium ABcell3
GCA_030848505.1,Marinimicrobium sp. ABcell2
GCA_030849955.1,Alcaligenaceae bacterium C4P045
GCA_030849965.1,Alcaligenaceae bacterium A4P071
GCA_030849945.1,Alcaligenaceae bacterium B3P038
GCA_030848545.1,Xanthobacteraceae bacterium Astr-EGSB
GCA_030866705.1,Brachybacterium sp. GU-2
GCA_030848395.1,Xinfangfangia sp. CPCC 101601
GCA_031085375.1,Lactiplantibacillus sp. WILCCON 0030
GCA_030845195.1,Longitalea sp. SCSIO 12813
GCA_032027425.1,Microcystis wesenbergii NRERC-220
GCA_032821655.1,Corynebacterium sp. CTNIH16
GCA_030846275.1,Chryseobacterium sp. CKR4-1
GCA_033060595.1,Pyramidobacter sp. YE332
GCA_030846775.1,Geothrix sp. 21YS21S-2
GCA_030846215.1,Chryseobacterium sp. WLY505
GCA_030846195.1,Paracoccus sp. WLY502
GCA_030846225.1,Paenibacillus sp. GD4
GCA_030845995.1,Geothrix sp. 21YS21S-4
GCA_030758935.1,Geothrix sp. PMB-07
GCA_030758955.1,Agrococcus sp. REN33
GCA_030770395.1,Massilia sp. REN29
GCA_030758975.1,Bosea sp. REN20
GCA_030756675.1,Bacillus sp. WLY-B-L8
GCA_032191775.1,Rhodoferax sp. TBRC 17307
GCA_032193775.1,Rhodoferax sp. TBRC 17199
GCA_032193805.1,Rhodoferax sp. TBRC 17660
GCA_032193765.1,Rhodoferax sp. TBRC 17198
GCA_018779665.1,Candidatus Akkermansia timonensis
GCA_032989545.1,Morganella sp. BCCO 40_0016
GCA_032989665.1,Morganella sp. BCCO 40_0007
GCA_030913365.1,Stenotrophomonas sp. 24(2023)
GCA_030913325.1,Stenotrophomonas sp. a6
GCA_031085295.1,Microbacterium sp. QXD-8
GCA_030730925.1,Flavobacterium sp. DG2-3
GCA_030730875.1,Sphingomonas sp. DG1-23
GCA_030730865.1,Uliginosibacterium sp. 31-16
GCA_030732185.1,Brevundimonas sp. C43
GCA_030770315.1,Lacticaseibacillus sp. NCIMB 15475
GCA_030770335.1,Lacticaseibacillus sp. NCIMB 15474
GCA_030770295.1,Lacticaseibacillus sp. NCIMB 15473
GCA_030770265.1,Lacticaseibacillus sp. NCIMB 15471
GCA_030730965.1,Vibrio sp. HB161653
GCA_030731045.1,Arthrobacter sp. YJM1
GCA_030732065.1,Oceanimonas sp. CHS3-5
GCA_030758315.1,Pararhizobium sp. IMCC3301
GCA_030758295.1,Pararhizobium sp. IMCC21322
GCA_030758415.1,Parvularcula sp. IMCC14364
GCA_029847415.1,Pseudomonas sp. Hg5Tf
GCA_030757775.1,Bacillus sp. MHSD_36
GCA_030717995.1,Methylomarinum sp. Ch1-1
GCA_030717945.1,Qipengyuania sp. G39
GCA_030717865.1,Qipengyuania sp. DY56-A-20
GCA_032658145.1,Streptomyces sp. MK7
GCA_031932225.1,Microbacterium sp. KSW4-11
GCA_031932245.1,Microbacterium sp. KSW2-22
GCA_031932285.1,Microbacterium sp. KSW-18
GCA_030718935.1,Psychrobacter sp. M13
GCA_030718205.1,Nonomuraea sp. G32
GCA_030756895.1,Synechococcus sp. SP2 MAG
GCA_030756875.1,Synechococcus sp. SP1 MAG
GCA_030845175.1,Hyphomicrobiales bacterium SCSIO 12594
GCA_025380365.1,Defluviimonas sediminis
GCA_030718085.1,Marinobacter sp. MDS2
GCA_963370255.1,Chromatiales bacterium LBARH1
GCA_030944405.1,Janthinobacterium sp. J1-1
GCA_030718165.1,Pseudomonas sp. LPH60
GCA_963455295.1,Candidatus Thiodiazotropha sp. CDECU1
GCA_031586955.1,Escherichia coli O100:H12
GCA_031586995.1,Escherichia coli O102:H6
GCA_030708455.1,Halomonas sp. SSL5(2023)
GCA_030545155.1,Xanthomonas euvesicatoria pv. eucalypti
GCA_032656585.1,Streptomyces sp. NEAU-HV9
GCA_032911225.1,Colwelliaceae bacterium S1-1
GCA_031583575.1,Colwelliaceae bacterium SQ345
GCA_031583595.1,Colwelliaceae bacterium SQ149
GCA_030705415.1,Curtobacterium sp. A7_M15
GCA_032656385.1,Nocardia sp. WB46
GCA_030700285.1,Methylobacterium sp. NEAU K
GCA_030700245.1,Methylobacterium sp. NEAU 140
GCA_030658505.1,Stenotrophomonas sp. RAC2
GCA_030863945.1,Streptomyces sp. FXY-T5
GCA_030658255.1,Pseudomonas sp. RAC1
GCA_031705515.1,Nesterenkonia sp. CL21
GCA_030845275.1,Psychrobacter sp. van23A
GCA_030657435.1,Paracraurococcus sp. LOR1-02
GCA_030657355.1,Hyphomicrobiales bacterium UR115
GCA_030649675.1,Haliea sp. E1-2-M8
GCA_030835725.1,Vulcanococcus sp. SFB_Poly_Co_62
GCA_030833825.1,Vulcanococcus sp. SFB_649D_100_25
GCA_030829555.1,Synechococcus sp. SFB_13D_100_45
GCA_030695815.1,Candidatus Chromulinivorax sp.
GCA_030691165.1,Rectinemataceae bacterium
GCA_030692625.1,Candidatus Hydromicrobium sp.
GCA_030692835.1,Candidatus Subteraquimicrobiales bacterium
GCA_030694005.1,Desulfobaccales bacterium
GCA_030682615.1,Candidatus Aquicultor sp.
GCA_030682325.1,Candidatus Cloacimonadaceae bacterium
GCA_032917815.1,Clavibacter sp. MX14-G9D
GCA_030586475.1,Isoptericola sp. b490
GCA_030586465.1,Isoptericola sp. b441
GCA_030588085.1,Isoptericola sp. b408
GCA_030588125.1,Isoptericola sp. b515
GCA_030586525.1,Isoptericola sp. 178
GCA_030646165.1,Conexibacter sp. CPCC 206217
GCA_030646155.1,Conexibacter sp. CPCC 205762
GCA_030646195.1,Conexibacter sp. CPCC 205706
GCA_030673875.1,Verrucomicrobiota bacterium JB025
GCA_030673825.1,Verrucomicrobiota bacterium JB024
GCA_030673895.1,Verrucomicrobiota bacterium JB023
GCA_030673845.1,Verrucomicrobiota bacterium JB022
GCA_030673915.1,Fusobacterium sp. JB021
GCA_030673935.1,Fusobacterium sp. JB020
GCA_030673965.1,Fusobacterium sp. JB019
GCA_030646325.1,Myxosarcina sp. JB018
GCA_030757795.1,Actinoplanes sp. RD1
GCA_030549855.1,Cyanobacteriota bacterium SRBZ.bins.94.201705
GCA_030704225.1,Kosakonia sp. H02
GCA_030863885.1,Paracoccus sp. M09
GCA_030656875.1,Prescottella sp. R16
GCA_030580655.1,Paenibacillus sp. JX-17
GCA_030580915.1,Nocardioides sp. WY-20
GCA_030580675.1,Protaetiibacter sp. WY-16
GCA_031082405.1,Amycolatopsis sp. A133
GCA_031581525.1,Conexibacter sp. JD483
GCA_032436795.1,Streptomyces sp. P9(2023)
GCA_030758345.1,Ruegeria sp. 2205SS24-7
GCA_030730905.1,Chengkuizengella sp. 2205SS18-9
GCA_030732095.1,Paracoccus sp. 2205BS29-5
GCA_030731025.1,Microbulbifer sp. 2205BS26-8
GCA_030730945.1,Aurantiacibacter sp. 219JJ12-13
GCA_030685555.1,Candidatus Photobacterium acropomis
GCA_030580745.1,Pseudomonas sp. KFB-139
GCA_030580815.1,Pseudomonas sp. 22-AL-CL-001
GCA_030580795.1,Pseudomonas sp. K13
GCA_030580855.1,Pseudomonas sp. K18
GCA_963378105.1,Mycolicibacter sp. MU0102
GCA_963378075.1,Mycolicibacter sp. MU0083
GCA_963378095.1,Mycolicibacterium sp. MU0053
GCA_963378085.1,Mycolicibacterium sp. MU0050
GCA_030733815.1,Alcaligenaceae bacterium LG-2
GCA_030715195.1,Rhodospirillaceae bacterium R-7
GCA_030704305.1,Massilia sp. R2A-15
GCA_963457595.1,Candidatus Neptunochlamydia sp. REUL1
GCA_030622045.1,Planctomycetaceae bacterium SH412
GCA_030715135.1,Oxalobacteraceae bacterium R-40
GCA_030586155.1,Eubacteriaceae bacterium ES3
GCA_030757815.1,Streptomyces sp. MK5
GCA_032144035.1,Bradyrhizobium sp. WYCCWR 12699
GCA_020687045.1,Brotocaccenecus cirricatena
GCA_030657335.1,Croceibacterium sp. D39
GCA_030563405.1,Vibrio sp. SNU_ST1
GCA_033052775.1,Idiomarina sp. Sol25
GCA_030688855.1,Helicobacter sp. faydin-H76
GCA_030686155.1,Helicobacter sp. faydin-H75
GCA_030580995.1,Sphingomonas sp. CA1-15
GCA_030580865.1,Hymenobacter sp. ASUV-10
GCA_030581005.1,Hymenobacter sp. M29
GCA_030678875.1,Sphingomonas sp. KR1UV-12
GCA_030581075.1,Hymenobacter sp. CA2-7
GCA_030551755.1,Pseudocolwellia sp. AS88
GCA_030552475.1,Mariniflexile sp. AS56
GCA_030580895.1,Providencia sp. CRE-138-0111
GCA_030580945.1,Providencia sp. CRE-138-0026
GCA_030580935.1,Sphingobium sp. HBC34
GCA_018854265.1,Acidithiobacillus ferrooxidans F221
GCA_018853445.1,Acidithiobacillus concretivorus
GCA_018854495.1,Acidithiobacillus ferruginosus
GCA_032334055.1,Selenomonadales bacterium 4137-cl
GCA_030580955.1,Hymenobacter sp. CA1UV-4
GCA_030546305.1,Streptococcus sp. GP0011
GCA_949127635.1,Nostocales cyanobacterium PMM_0069
GCA_949127715.1,Nostocales cyanobacterium PMM_0054
GCA_949127805.1,Nostocales cyanobacterium PMM_0081
GCA_949127905.1,Nostocales cyanobacterium PMM_0029
GCA_949127655.1,Chroococcales cyanobacterium PMM_0086
GCA_949127765.1,Chroococcales cyanobacterium PMM_0021
GCA_949128025.1,Oscillatoriales cyanobacterium PMM_0008
GCA_949127755.1,Oscillatoriales cyanobacterium PMM_0001
GCA_949128045.1,Oscillatoriales cyanobacterium PMM_0100
GCA_949127975.1,Oscillatoriales cyanobacterium PMM_0019
GCA_949127775.1,Oscillatoriales cyanobacterium PMM_0080
GCA_949127745.1,Oscillatoriales cyanobacterium PMM_0059
GCA_949127725.1,Oscillatoriales cyanobacterium PMM_0037
GCA_949127945.1,Oscillatoriales cyanobacterium PMM_0004
GCA_949127675.1,Synechococcales cyanobacterium PMM_0072
GCA_949127915.1,Synechococcales cyanobacterium PMM_0022
GCA_949127695.1,Synechococcales cyanobacterium PMM_0073
GCA_949127825.1,Synechococcales cyanobacterium PMM_0027
GCA_949127875.1,Synechococcales cyanobacterium PMM_0099
GCA_949127645.1,Synechococcales cyanobacterium PMM_0036
GCA_949127705.1,Synechococcales cyanobacterium PMM_0085
GCA_949127845.1,Synechococcales cyanobacterium PMM_0041
GCA_949127925.1,Synechococcales cyanobacterium PMM_0002
GCA_949127795.1,Synechococcales cyanobacterium PMM_0058
GCA_949127955.1,Synechococcales cyanobacterium PMM_0020
GCA_949127665.1,Synechococcales cyanobacterium PMM_0083
GCA_949128035.1,Synechococcales cyanobacterium PMM_0007
GCA_949127885.1,Synechococcales cyanobacterium PMM_0084
GCA_949127835.1,Synechococcales cyanobacterium PMM_0034
GCA_949127815.1,Synechococcales cyanobacterium PMM_0028
GCA_949128015.1,Synechococcales cyanobacterium PMM_0003
GCA_949127865.1,Synechococcales cyanobacterium PMM_0082
GCA_949127935.1,Synechococcales cyanobacterium PMM_0039
GCA_031581505.1,Ralstonia sp. 11b
GCA_031931965.1,Shewanella sp. SP2S2-6
GCA_031932025.1,Shewanella sp. SP2S2-4
GCA_031932065.1,Shewanella sp. SP2S1-2
GCA_031932075.1,Shewanella sp. SP1S2-4
GCA_031932105.1,Shewanella sp. SP1S1-7
GCA_031932135.1,Shewanella sp. SP1S1-4
GCA_030540775.1,Flavivirga sp. MEBiC07777
GCA_030542105.1,Hymenobacter sp. BT730
GCA_030546695.1,Sphingomonas sp. BIUV-7
GCA_030546645.1,Flavitalea sp. BT771
GCA_030546575.1,Pontibacter sp. BT731
GCA_030552875.1,Streptomyces sp. HUAS CX7
GCA_030548425.1,Uliginosibacterium sp. 31-12
GCA_032463845.1,Streptomyces sp. PU10
GCA_030553055.1,Streptomyces sp. XD-27
GCA_030546365.1,Synechococcus sp. YX-04-1
GCA_030546345.1,Caloramator sp. CAR-1
GCA_030519405.1,Bacillus sp. C28GYM-DRY-1
GCA_030930975.1,Streptomyces sp. VNUA74
GCA_030548465.1,Tamlana sp. 2_MG-2023
GCA_030546665.1,Amphritea sp. 2_MG-2023
GCA_030546805.1,Cyclobacterium sp. 1_MG-2023
GCA_030546745.1,Thalassotalea sp. 1_MG-2023
GCA_030546935.1,Marinobacter sp. 2_MG-2023
GCA_030546905.1,Granulosicoccaceae sp. 1_MG-2023
GCA_030547005.1,Maribacter sp. 1_MG-2023
GCA_030547765.1,Colwellia sp. 6_MG-2023
GCA_030546975.1,Cellulophaga sp. 3_MG-2023
GCA_030547845.1,Cellulophaga sp. 2_MG-2023
GCA_030547795.1,Colwellia sp. 5_MG-2023
GCA_030547455.1,Motilimonas sp. 1_MG-2023
GCA_030547495.1,Neptuniibacter sp. 2_MG-2023
GCA_030547545.1,Amphritea sp. 1_MG-2023
GCA_030547075.1,Alteromonas sp. 1_MG-2023
GCA_030547125.1,Colwellia sp. 4_MG-2023
GCA_030547645.1,Shewanella sp. 7_MG-2023
GCA_030547685.1,Gilvimarinus sp. 2_MG-2023
GCA_030547555.1,Salipiger sp. 1_MG-2023
GCA_030547725.1,Staphylococcus pasteuri_A
GCA_030547675.1,Photobacterium sp. 2_MG-2023
GCA_030547185.1,Neptuniibacter sp. 1_MG-2023
GCA_030547245.1,Oceanihabitans sp. 2_MG-2023
GCA_030547195.1,Shewanella sp. 6_MG-2023
GCA_030547355.1,Yoonia sp. 1_MG-2023
GCA_030547285.1,Pacificibacter sp. 1_MG-2023
GCA_030547255.1,Oceanihabitans sp. 1_MG-2023
GCA_030547465.1,Shewanella sp. 5_MG-2023
GCA_030547345.1,Anaerobacillus sp. 1_MG-2023
GCA_030547295.1,Colwellia sp. 3_MG-2023
GCA_030547225.1,Tenacibaculum sp. 1_MG-2023
GCA_030548015.1,Shewanella sp. 4_MG-2023
GCA_030548045.1,Paracoccus sp. 1_MG-2023
GCA_030548055.1,Colwellia sp. 2_MG-2023
GCA_030546755.1,Colwellia sp. 1_MG-2023
GCA_030547955.1,Agarivorans sp. 3_MG-2023
GCA_030548085.1,Agarivorans sp. 2_MG-2023
GCA_030547945.1,Photobacterium sp. 1_MG-2023
GCA_030548165.1,Oceanobacter sp. 5_MG-2023
GCA_030548205.1,Aliiglaciecola sp. 3_MG-2023
GCA_030548245.1,Psychrosphaera sp. 1_MG-2023
GCA_030548175.1,Cognatishimia sp. 1_MG-2023
GCA_030548145.1,Aliiglaciecola sp. 2_MG-2023
GCA_030549285.1,Aliiglaciecola sp. 1_MG-2023
GCA_030548295.1,Wenyingzhuangia sp. 2_MG-2023
GCA_030548285.1,Gilvimarinus sp. 1_MG-2023
GCA_030548265.1,Marinovum sp. 2_MG-2023
GCA_030548305.1,Octadecabacter sp. 1_MG-2023
GCA_030548765.1,Shewanella sp. 3_MG-2023
GCA_030548385.1,Agarivorans sp. 1_MG-2023
GCA_030548815.1,Marinovum sp. 1_MG-2023
GCA_030548945.1,Cellulophaga sp. 1_MG-2023
GCA_030548805.1,Wenyingzhuangia sp. 1_MG-2023
GCA_030548905.1,Shewanella sp. 2_MG-2023
GCA_030548925.1,Shewanella sp. 1_MG-2023
GCA_030548865.1,Tamlana sp. 1_MG-2023
GCA_030549045.1,Marinobacter sp. 1_MG-2023
GCA_030549125.1,Zobellia sp. 1_MG-2023
GCA_030548785.1,Poseidonibacter sp. 1_MG-2023
GCA_030689115.1,Psychrobium sp. 1_MG-2023
GCA_030689165.1,Oceanobacter sp. 4_MG-2023
GCA_030688925.1,Oceanobacter sp. 3_MG-2023
GCA_030548365.1,Polaribacter sp. 1_MG-2023
GCA_030689235.1,Oceanobacter sp. 2_MG-2023
GCA_030689025.1,Oceanobacter sp. 1_MG-2023
GCA_030689005.1,Pseudoalteromonas sp. 1_MG-2023
GCA_032122475.1,Nostocaceae cyanobacterium G_APHA
GCA_032122495.1,Nostocaceae cyanobacterium G_APHA4
GCA_032122555.1,Nostocaceae cyanobacterium G_APHA3
GCA_032111705.1,Nostocaceae cyanobacterium P_APHA
GCA_030623445.1,Gemmatimonadaceae bacterium 'strain 318'
GCA_030758455.1,Erwinia sp. DE2
GCA_031453915.1,Pantoea sp. SORGH_AS 659
GCA_032595675.1,Candidatus Electrothrix sp. Rat3
GCA_032595685.1,Candidatus Electrothrix sp. Rat1
GCA_030623315.1,Gemmatimonadaceae bacterium 'strain 138'
GCA_030519355.1,Mucilaginibacter sp. L3T2-6
GCA_030520245.1,Streptomyces sp. VNUA116
GCA_032905925.1,Pectobacterium sp. HCp5_1
GCA_031960925.1,Gilliamella sp. CRA003912
GCA_032120055.1,Planktothrix agardhii G_PLANK
GCA_032120755.1,Microcystis aeruginosa G_MICR
GCA_032121735.1,Dolichospermum circinale G_DOLI
GCA_032116315.1,Planktothrix agardhii P_PLANK
GCA_032117675.1,Microcystis aeruginosa P_MICR
GCA_032118935.1,Dolichospermum circinale P_DOLI
GCA_030519375.1,Mucilaginibacter sp. BT774
GCA_030519285.1,Mycolicibacterium sp. KC 300
GCA_030519525.1,Acinetobacter sp. ANC 7710
GCA_030519495.1,Acinetobacter sp. NIPH 1865
GCA_033025475.1,Sphingomonas sp. C3-2
GCA_949127685.1,Candidatus Sivonenia alaskensis PMM_0068
GCA_949127895.1,Candidatus Sivonenia alaskensis PMM_0042
GCA_030534315.2,Thermoanaerobacterium sp. CMT5567-10
GCA_030715205.1,Pseudomonas sp. A29(2023)
GCA_030608985.1,Candidatus Desulfobia sp.
GCA_030633305.1,Candidatus Muirbacteria bacterium
GCA_030667345.1,Candidatus Zymogenus sp.
GCA_030667945.1,Candidatus Krumholzibacterium sp.
GCA_030625765.1,Thermohalobacteraceae bacterium
GCA_030518355.1,Agrobacterium sp. V1
GCA_030553075.1,Halomonas sp. I5-271120
GCA_032905965.1,Dietzia sp. IN118
GCA_032654765.1,Bradyrhizobium sp. 33ap4
GCA_028993595.1,Nocardiopsis sp. HUAS JQ3
GCA_031583065.1,Streptomyces sp. CGMCC 4.7035
GCA_030518795.1,Micromonospora sp. NBRC 110009
GCA_030518815.1,Micromonospora sp. HUAS LYJ1
GCA_030826005.1,Aliterella sp. RAGGC_92
GCA_030504595.1,Neisseria sp. MVDL20-010259
GCA_030504625.1,Neisseria sp. MVDL19-042950
GCA_030504605.1,Neisseria sp. MVDL18-041461
GCA_032025605.1,Stenotrophomonas maltophilia group sp. msm4
GCA_032025805.1,Stenotrophomonas maltophilia group sp. msm1
GCA_030504955.1,Brevundimonas sp. 2R-24
GCA_030499465.1,Enterococcus sp. A2(2023)
GCA_030499435.1,Enterococcus sp. B1E2
GCA_030499455.1,Enterococcus sp. B2E4
GCA_030499415.1,Enterococcus sp. B1E4
GCA_030499395.1,Enterococcus sp. A1(2023)
GCA_031119655.1,Phocaeicola sp. GP0067
GCA_030487755.1,Paenibacillus sp. 11B
GCA_030552715.1,Pseudomonas sp. DKN 2792
GCA_030519605.1,Pseudomonas sp. DKN 2791
GCA_030504545.1,Lactobacillus sp. YT155
GCA_030651595.1,Candidatus Oleimmundimicrobium sp.
GCA_030656555.1,Candidatus Desulfaltia sp.
GCA_030656075.1,Candidatus Cloacimonadales bacterium
GCA_030655985.1,Candidatus Contubernalis sp.
GCA_030649405.1,Telluria sp.
GCA_030651105.1,Candidatus Deferrimicrobium sp.
GCA_030654255.1,Desulfosalsimonadaceae bacterium
GCA_030645335.1,Lacisediminimonas sp.
GCA_029259515.1,Candidatus Thermodesulfobacterium syntrophicum
GCA_030503675.1,Lutimonas sp. YSD2104
GCA_030711595.1,Stenotrophomonas sp. YIM B06876
GCA_032620035.1,Leptolyngbya boryana CZ1
GCA_031769195.1,Halomonas sp. DWK9
GCA_030503915.1,Diaphorobacter sp. C33
GCA_030486585.1,Corynebacterium sp. P4_F2
GCA_031931805.1,Serratia sp. root2
GCA_031931935.1,Pseudomonas sp. rhizo25
GCA_031931925.1,Pseudomonas sp. rhizo66
GCA_030704685.1,Acidovorax sp. A1169
GCA_030519385.1,Micromonospora sp. C28ISP2-4
GCA_030519475.1,Micromonospora sp. C28SCA-DRY-2
GCA_030529445.1,Johnsonella sp.
GCA_032640805.1,Escherichia coli O170
GCA_032641125.1,Escherichia coli O83w
GCA_030441535.1,Betaproteobacteria bacterium LSUCC0117
GCA_030481585.1,Burkholderia sp. AU45388
GCA_030482505.1,Burkholderia sp. AU45274
GCA_030482905.1,Burkholderia sp. AU45251
GCA_030504405.1,Burkholderia sp. AU44665
GCA_030954505.1,Serratia sp. MF2
GCA_030954495.1,Desulfosporosinus sp. PR
GCA_030954545.1,Serratia sp. MF1(2023)
GCA_031119625.1,Pseudomonas sp. G34
GCA_030503655.1,Corynebacterium sp. P8-C1
GCA_030503595.1,Corynebacterium sp. P4-C1
GCA_030503635.1,Corynebacterium sp. P3-F1
GCA_030503855.2,Marivirga sp. BDSF4-3
GCA_030503895.2,Marivirga sp. ABR2-2
GCA_030503875.1,Marivirga sp. BKB1-2
GCA_030644385.1,Stomatobaculum sp. F0698
GCA_030644345.1,Schaalia sp. HMT-877
GCA_030644365.1,Schaalia sp. HMT-172
GCA_030505395.1,Asticcacaulis sp. ZE23SCel15
GCA_030505335.1,Flavobacterium sp. ZE23DGlu08
GCA_030434245.1,Porphyromonadaceae bacterium W3.11
GCA_030434875.1,Lachnospiraceae bacterium C1.1
GCA_030490285.1,Methylomonas sp. MW1
GCA_030435535.1,Bradyrhizobium sp. WYCCWR 13022
GCA_030435515.1,Bradyrhizobium sp. WYCCWR 12677
GCA_031119615.1,Paraburkholderia sp. SARCC-3016
GCA_958415225.1,Ralstonia sp. LMG 32967
GCA_958438995.1,Ralstonia sp. LMG 32965
GCA_958405655.1,Ralstonia sp. LMG 7141
GCA_958350185.1,Ralstonia sp. LMG 6871
GCA_958405935.1,Ralstonia sp. LMG 19083
GCA_958415495.1,Ralstonia sp. LMG 18101
GCA_958405895.1,Ralstonia sp. LMG 18095
GCA_031196995.1,Acinetobacter sp. 12966
GCA_031197655.1,Acinetobacter sp. 11520
GCA_031197675.1,Acinetobacter sp. 11367
GCA_032334255.1,Thermanaerothrix sp. 4228-RoL
GCA_030418155.1,"Pseudomonas sp. 2,4-D"
GCA_030503615.1,Sphingobacterium sp. BN32
GCA_030518735.1,Thermosynechococcus sp. JY1339
GCA_030518715.1,Thermosynechococcus sp. HY596
GCA_030518695.1,Thermosynechococcus sp. PP45
GCA_030418115.1,Alteromonadaceae bacterium BrNp21-10
GCA_030486425.1,Nocardia sp. PE-7
GCA_030412265.1,Fictibacillus sp. CENA-BCM004
GCA_030418125.1,Fictibacillus sp. NE201
GCA_030418165.1,Ureibacillus sp. BA0131
GCA_029958925.1,Tropicibacter oceani
GCA_030518295.1,Chryseobacterium sp. APV1
GCA_030481865.1,Planococcus sp. N017
GCA_030413635.1,Planococcus sp. N016
GCA_030481745.1,Planococcus sp. N064
GCA_030481725.1,Planococcus sp. N028
GCA_030413595.1,Planococcus sp. N056
GCA_030413615.1,Planococcus sp. N022
GCA_030577135.1,Sulfurimonas sp. hsl 1-7
GCA_030436115.1,Borrelia sp. P9F1
GCA_030644325.1,Leptotrichia sp. HMT-225
GCA_030412915.1,Nocardioides sp. SOB72
GCA_030412965.1,Nocardioides sp. SOB77
GCA_030412945.1,Cytophagales bacterium LB-30
GCA_030487725.1,Citrobacter sp. S2-9
GCA_030434945.1,Enterobacter cloacae complex sp. 2023EL-00493
GCA_030434915.1,Enterobacter cloacae complex sp. 2023EL-00494
GCA_030434925.1,Enterobacter cloacae complex sp. 2023EL-00495
GCA_030410375.1,Zwartia vadi
GCA_030979935.1,Oscillospiraceae bacterium D1
GCA_030433145.1,Polyangia bacterium
GCA_030429285.1,Bacteriovoracia bacterium
GCA_030410475.1,Arthrobacter sp. YD2
GCA_030518245.1,Rhizobium sp. CBN3
GCA_030518195.1,Nocardioides sp. SOB44
GCA_030410515.1,Arthrobacter sp. YD4
GCA_030410485.1,Pelomonas sp. PFR6
GCA_030518235.1,Saccharibacillus sp. CPCC 101409
GCA_032654805.1,Kitasatospora sp. K002
GCA_030518155.1,Gilvimarinus sp. SDUM040013
GCA_030518215.1,Gilvimarinus sp. SDUM040014
GCA_030519655.1,Wenyingzhuangia sp. chi5
GCA_030519635.1,Marinobacter sp. chi1
GCA_030433455.1,Yersinia sp. 22-579
GCA_030406085.1,Bartonella sp. TP
GCA_032487635.1,Bradyrhizobium sp. SZCCHNR3142
GCA_032487615.1,Bradyrhizobium sp. SZCCHNR31402
GCA_032487675.1,Bradyrhizobium sp. SZCCHNR31401
GCA_032487655.1,Bradyrhizobium sp. SZCCHNR31381
GCA_032487715.1,Bradyrhizobium sp. SZCCHNR3131
GCA_032487695.1,Bradyrhizobium sp. SZCCHNR3126
GCA_032487735.1,Bradyrhizobium sp. SZCCHNR3123
GCA_032487755.1,Bradyrhizobium sp. SZCCHNR31202
GCA_032487775.1,Bradyrhizobium sp. SZCCHNR3119
GCA_032487795.1,Bradyrhizobium sp. SZCCHNR3118
GCA_032377935.1,Bradyrhizobium sp. SZCCHNR3117
GCA_032487815.1,Bradyrhizobium sp. SZCCHNR3116
GCA_032487835.1,Bradyrhizobium sp. SZCCHNR31152
GCA_032487855.1,Bradyrhizobium sp. SZCCHNR3112
GCA_032487875.1,Bradyrhizobium sp. SZCCHNR3111
GCA_032487895.1,Bradyrhizobium sp. SZCCHNR3110
GCA_032378075.1,Bradyrhizobium sp. SZCCHNR3109
GCA_032487935.1,Bradyrhizobium sp. SZCCHNR3108
GCA_032378095.1,Bradyrhizobium sp. SZCCHNR3107
GCA_032487915.1,Bradyrhizobium sp. SZCCHNR3105
GCA_032487955.1,Bradyrhizobium sp. SZCCHNR3104
GCA_032487975.1,Bradyrhizobium sp. SZCCHNR31032
GCA_032378195.1,Bradyrhizobium sp. SZCCHNR31031
GCA_032488015.1,Bradyrhizobium sp. SZCCHNR31012
